Tournament,Type,Winner,url,season,tourn_id,prize_fund
1992 Welsh Open,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/welsh-open/1992/493,1991,493,"GBP 120,000"
1992 Masters,Invitational,Stephen Hendry,https://cuetracker.net/tournaments/masters/1992/494,1991,494,"GBP 365,000"
1992 Asian Open,Ranking,Steve Davis,https://cuetracker.net/tournaments/asian-open/1992/495,1991,495,"GBP 180,000"
1992 Matchroom League,League,Stephen Hendry,https://cuetracker.net/tournaments/matchroom-league/1992/488,1991,488,"GBP 250,000"
1992 Classic,Ranking,Steve Davis,https://cuetracker.net/tournaments/classic/1992/496,1991,496,"GBP 326,000"
1991 World Matchplay,Invitational,Gary Wilkinson,https://cuetracker.net/tournaments/world-matchplay/1991/498,1991,498,"GBP 160,000"
1991 UK Championship,Ranking,John Parrott,https://cuetracker.net/tournaments/uk-championship/1991/499,1991,499,"GBP 198,900"
1991 Grand Prix,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/grand-prix/1991/502,1991,502,"GBP 399,300"
1991 Dubai Classic,Ranking,John Parrott,https://cuetracker.net/tournaments/dubai-classic/1991/503,1991,503,"GBP 213,750"
1991 World Seniors Championship,Invitational,Cliff Wilson,https://cuetracker.net/tournaments/world-seniors-championship/1991/769,1991,769,"GBP 48,000"
1991 Scottish Masters,Invitational,Mike Hallett,https://cuetracker.net/tournaments/scottish-masters/1991/504,1991,504,"GBP 105,000"
1991 Pot Black,Invitational,Steve Davis,https://cuetracker.net/tournaments/pot-black/1991/506,1991,506,"GBP 33,000"
1993 World Championship,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/world-championship/1993/464,1992,464,"GBP 742,400"
1993 International Open,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/international-open/1993/466,1992,466,"GBP 149,000"
1993 Irish Masters,Invitational,Steve Davis,https://cuetracker.net/tournaments/irish-masters/1993/467,1992,467,"GBP 180,000"
1993 Asian Open,Ranking,Dave Harold,https://cuetracker.net/tournaments/asian-open/1993/468,1992,468,"GBP 179,750"
1993 British Open,Ranking,Steve Davis,https://cuetracker.net/tournaments/british-open/1993/470,1992,470,"GBP 249,800"
1993 European Open,Ranking,Steve Davis,https://cuetracker.net/tournaments/european-open/1993/471,1992,471,"GBP 150,000"
1993 Masters,Invitational,Stephen Hendry,https://cuetracker.net/tournaments/masters/1993/472,1992,472,"GBP 390,000"
1993 Extra Challenge,Invitational,Ronnie O'Sullivan,https://cuetracker.net/tournaments/extra-challenge/1993/469,1992,469,"GBP 30,000"
1993 Welsh Open,Ranking,Ken Doherty,https://cuetracker.net/tournaments/welsh-open/1993/473,1992,473,"GBP 140,000"
1993 European League,League,Jimmy White,https://cuetracker.net/tournaments/european-league/1993/465,1992,465,"GBP 35,000"
1992 World Matchplay,Invitational,James Wattana,https://cuetracker.net/tournaments/world-matchplay/1992/474,1992,474,"GBP 160,000"
1992 UK Championship,Ranking,Jimmy White,https://cuetracker.net/tournaments/uk-championship/1992/475,1992,475,"GBP 336,400"
1992 Grand Prix,Ranking,Jimmy White,https://cuetracker.net/tournaments/grand-prix/1992/481,1992,481,"GBP 424,700"
1992 Dubai Classic,Ranking,John Parrott,https://cuetracker.net/tournaments/dubai-classic/1992/482,1992,482,"GBP 223,800"
1992 Scottish Masters,Invitational,Neal Foulds,https://cuetracker.net/tournaments/scottish-masters/1992/485,1992,485,"GBP 125,000"
1992 Indian Masters,Invitational,Steve Davis,https://cuetracker.net/tournaments/indian-masters/1992/757,1992,757,"GBP 5,000"
1994 World Championship,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/world-championship/1994/446,1993,446,"GBP 1,026,400"
1994 British Open,Ranking,Ronnie O'Sullivan,https://cuetracker.net/tournaments/british-open/1994/449,1993,449,"GBP 199,640"
1994 Irish Masters,Invitational,Steve Davis,https://cuetracker.net/tournaments/irish-masters/1994/450,1993,450,"GBP 190,000"
1994 Thailand Open,Ranking,James Wattana,https://cuetracker.net/tournaments/thailand-open/1994/451,1993,451,"GBP 178,695"
1994 International Open,Ranking,John Parrott,https://cuetracker.net/tournaments/international-open/1994/452,1993,452,"GBP 150,000"
1994 Masters,Invitational,Alan McManus,https://cuetracker.net/tournaments/masters/1994/453,1993,453,"GBP 415,000"
1994 Welsh Open,Ranking,Steve Davis,https://cuetracker.net/tournaments/welsh-open/1994/454,1993,454,"GBP 138,285"
1994 Matchroom League,League,Stephen Hendry,https://cuetracker.net/tournaments/matchroom-league/1994/445,1993,445,"GBP 65,000"
1993 European Open,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/european-open/1993/457,1993,457,"GBP 114,800"
1993 UK Championship,Ranking,Ronnie O'Sullivan,https://cuetracker.net/tournaments/uk-championship/1993/458,1993,458,"GBP 375,000"
1993 Grand Prix,Ranking,Peter Ebdon,https://cuetracker.net/tournaments/grand-prix/1993/460,1993,460,"GBP 326,800"
1993 Dubai Classic,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/dubai-classic/1993/461,1993,461,"GBP 221,925"
1993 Scottish Masters,Invitational,Ken Doherty,https://cuetracker.net/tournaments/scottish-masters/1993/462,1993,462,"GBP 140,000"
1993 Pot Black,Invitational,Steve Davis,https://cuetracker.net/tournaments/pot-black/1993/463,1993,463,"GBP 34,000"
1995 World Championship,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/world-championship/1995/422,1994,422,"GBP 1,359,000"
1995 British Open,Ranking,John Higgins,https://cuetracker.net/tournaments/british-open/1995/428,1994,428,"GBP 329,760"
1995 Irish Masters,Invitational,Peter Ebdon,https://cuetracker.net/tournaments/irish-masters/1995/431,1994,431,"GBP 200,000"
1995 Thailand Open,Ranking,James Wattana,https://cuetracker.net/tournaments/thailand-open/1995/432,1994,432,"GBP 182,850"
1995 International Open,Ranking,John Higgins,https://cuetracker.net/tournaments/international-open/1995/433,1994,433,"GBP 323,100"
1995 Masters,Invitational,Ronnie O'Sullivan,https://cuetracker.net/tournaments/masters/1995/434,1994,434,"GBP 435,000"
1995 Welsh Open,Ranking,Steve Davis,https://cuetracker.net/tournaments/welsh-open/1995/435,1994,435,"GBP 196,400"
1995 Charity Challenge,Invitational,Stephen Hendry,https://cuetracker.net/tournaments/charity-challenge/1995/436,1994,436,"GBP 160,000"
1995 European League,League,Stephen Hendry,https://cuetracker.net/tournaments/european-league/1995/423,1994,423,"GBP 51,000"
1994 European Open,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/european-open/1994/437,1994,437,"GBP 297,730"
1994 Malta Grand Prix,Invitational,John Parrott,https://cuetracker.net/tournaments/malta-grand-prix/1994/439,1994,439,"GBP 16,500"
1994 UK Championship,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/uk-championship/1994/438,1994,438,"GBP 372,025"
1994 Grand Prix,Ranking,John Higgins,https://cuetracker.net/tournaments/grand-prix/1994/441,1994,441,"GBP 337,800"
1994 Dubai Classic,Ranking,Alan McManus,https://cuetracker.net/tournaments/dubai-classic/1994/442,1994,442,"GBP 220,795"
1994 Scottish Masters,Invitational,Ken Doherty,https://cuetracker.net/tournaments/scottish-masters/1994/444,1994,444,"GBP 155,000"
1996 Malta Masters,Invitational,Mark Davis,https://cuetracker.net/tournaments/malta-masters/1996/622,1995,622,"GBP 15,000"
1996 World Championship,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/world-championship/1996/397,1995,397,"GBP 1,200,000"
1996 British Open,Ranking,Nigel Bond,https://cuetracker.net/tournaments/british-open/1996/399,1995,399,"GBP 321,400"
1996 Irish Masters,Invitational,Darren Morgan,https://cuetracker.net/tournaments/irish-masters/1996/400,1995,400,"GBP 190,000"
1996 Thailand Open,Ranking,Alan McManus,https://cuetracker.net/tournaments/thailand-open/1996/401,1995,401,"GBP 224,405"
1996 European Open,Ranking,John Parrott,https://cuetracker.net/tournaments/european-open/1996/402,1995,402,"GBP 325,000"
1996 International Open,Ranking,John Higgins,https://cuetracker.net/tournaments/international-open/1996/409,1995,409,"GBP 325,000"
1996 Masters,Invitational,Stephen Hendry,https://cuetracker.net/tournaments/masters/1996/410,1995,410,"GBP 460,000"
1996 Guangzhou Masters,Invitational,Tony Drago,https://cuetracker.net/tournaments/guangzhou-masters/1996/654,1995,654,"GBP 11,000"
1996 Welsh Open,Ranking,Mark Williams,https://cuetracker.net/tournaments/welsh-open/1996/411,1995,411,"GBP 205,000"
1996 Charity Challenge,Invitational,Ronnie O'Sullivan,https://cuetracker.net/tournaments/charity-challenge/1996/412,1995,412,"GBP 150,000"
1996 European League,League,Ken Doherty,https://cuetracker.net/tournaments/european-league/1996/398,1995,398,"GBP 110,000"
1995 German Open,Ranking,John Higgins,https://cuetracker.net/tournaments/german-open/1995/414,1995,414,"GBP 228,000"
1995 UK Championship,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/uk-championship/1995/415,1995,415,"GBP 400,000"
1995 Malta Grand Prix,Invitational,Peter Ebdon,https://cuetracker.net/tournaments/malta-grand-prix/1995/418,1995,418,"GBP 15,900"
1995 Grand Prix,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/grand-prix/1995/419,1995,419,"GBP 330,000"
1995 Thailand Classic,Ranking,John Parrott,https://cuetracker.net/tournaments/thailand-classic/1995/420,1995,420,"GBP 225,405"
1995 Scottish Masters,Invitational,Stephen Hendry,https://cuetracker.net/tournaments/scottish-masters/1995/421,1995,421,"GBP 165,000"
1995 Red and White Challenge,Invitational,Nigel Bond,https://cuetracker.net/tournaments/red-and-white-challenge/1995/655,1995,655,"GBP 9,000"
1997 World Championship,Ranking,Ken Doherty,https://cuetracker.net/tournaments/world-championship/1997/365,1996,365,"GBP 1,410,150"
1997 British Open,Ranking,Mark Williams,https://cuetracker.net/tournaments/british-open/1997/369,1996,369,"GBP 328,100"
1997 Irish Masters,Invitational,Stephen Hendry,https://cuetracker.net/tournaments/irish-masters/1997/370,1996,370,"GBP 195,000"
